at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,content_length,Sentiment
2025-10-08 10:58:46,Pengguna Google,5,"bagusan bangetttt, kadang kalo belajar b.inggris dan matematika cepat paham, pokoknyaaa baguuss dann seruu dehh",bagusan bangetttt kadang kalo belajar binggris dan matematika cepat paham pokoknyaaa baguuss dann seruu dehh,bagusan bangetttt kadang kalo belajar binggris dan matematika cepat paham pokoknyaaa baguuss dann seruu dehh,bagusan banget kadang kalau belajar binggris dan matematika cepat paham pokoknyaaa baguuss dann seru deh,"['bagusan', 'banget', 'kadang', 'kalau', 'belajar', 'binggris', 'dan', 'matematika', 'cepat', 'paham', 'pokoknyaaa', 'baguuss', 'dann', 'seru', 'deh']","['bagusan', 'banget', 'kadang', 'belajar', 'binggris', 'matematika', 'cepat', 'paham', 'pokoknyaaa', 'baguuss', 'dann', 'seru', 'deh']",bagus banget kadang ajar binggris matematika cepat paham pokoknyaaa baguuss dann seru deh,108,Positif
2025-10-08 10:55:43,Pengguna Google,1,bagus buat pemula tapi kenapa harus ada unsur lgbt nya padahal kalo normal worth it bgt buat pemula:(,bagus buat pemula tapi kenapa harus ada unsur lgbt nya padahal kalo normal worth it bgt buat pemula,bagus buat pemula tapi kenapa harus ada unsur lgbt nya padahal kalo normal worth it bgt buat pemula,bagus buat pemula tapi kenapa harus ada unsur lgbt ya padahal kalau normal worth itu banget buat pemula,"['bagus', 'buat', 'pemula', 'tapi', 'kenapa', 'harus', 'ada', 'unsur', 'lgbt', 'ya', 'padahal', 'kalau', 'normal', 'worth', 'itu', 'banget', 'buat', 'pemula']","['bagus', 'pemula', 'unsur', 'lgbt', 'ya', 'normal', 'worth', 'banget', 'pemula']",bagus mula unsur lgbt ya normal worth banget mula,99,Positif
2025-10-08 10:50:54,Pengguna Google,5,jobbbb,jobbbb,jobbbb,jobbbb,['jobbbb'],['jobbbb'],jobbbb,6,Netral
2025-10-08 10:49:31,Pengguna Google,5,bagus bangett bisa buat belajar,bagus bangett bisa buat belajar,bagus bangett bisa buat belajar,bagus banget bisa buat belajar,"['bagus', 'banget', 'bisa', 'buat', 'belajar']","['bagus', 'banget', 'belajar']",bagus banget ajar,31,Positif
2025-10-08 10:46:29,Pengguna Google,5,aku jadi pintar karena ini,aku jadi pintar karena ini,aku jadi pintar karena ini,aku jadi pintar karena ini,"['aku', 'jadi', 'pintar', 'karena', 'ini']",['pintar'],pintar,26,Positif
2025-10-08 10:43:30,Pengguna Google,5,"saya bisa bahasa Mandarin, karena duolingo",saya bisa bahasa Mandarin karena duolingo,saya bisa bahasa mandarin karena duolingo,saya bisa bahasa mandarin karena duolingo,"['saya', 'bisa', 'bahasa', 'mandarin', 'karena', 'duolingo']","['bahasa', 'mandarin', 'duolingo']",bahasa mandarin duolingo,41,Positif
2025-10-08 10:43:21,Pengguna Google,5,good apk,good apk,good apk,good apk,"['good', 'apk']","['good', 'apk']",good apk,8,Negatif
2025-10-08 10:39:03,Pengguna Google,5,Sangat mudah,Sangat mudah,sangat mudah,sangat mudah,"['sangat', 'mudah']",['mudah'],mudah,12,Positif
2025-10-08 10:38:28,Pengguna Google,5,The best pokoknya,The best pokoknya,the best pokoknya,the best pokoknya,"['the', 'best', 'pokoknya']","['the', 'best', 'pokoknya']",the best pokok,17,Negatif
2025-10-08 10:20:41,Pengguna Google,5,"makasih lho ya udah nemenin belajar, udah gitu pas aku lagi ga minat belajar dia nyemangatin terus jadinya kan ak terharu+jadi semangat bekajarrrr🥲makasih yahhhh❤",makasih lho ya udah nemenin belajar udah gitu pas aku lagi ga minat belajar dia nyemangatin terus jadinya kan ak terharujadi semangat bekajarrrrmakasih yahhhh,makasih lho ya udah nemenin belajar udah gitu pas aku lagi ga minat belajar dia nyemangatin terus jadinya kan ak terharujadi semangat bekajarrrrmakasih yahhhh,lho ya sudah nemenin belajar sudah begitu pas aku lagi tidak minat belajar dia nyemangatin terus jadinya kan aku terharujadi semangat bekajarrrrmakasih ya,"['lho', 'ya', 'sudah', 'nemenin', 'belajar', 'sudah', 'begitu', 'pas', 'aku', 'lagi', 'tidak', 'minat', 'belajar', 'dia', 'nyemangatin', 'terus', 'jadinya', 'kan', 'aku', 'terharujadi', 'semangat', 'bekajarrrrmakasih', 'ya']","['lho', 'ya', 'nemenin', 'belajar', 'pas', 'minat', 'belajar', 'nyemangatin', 'terharujadi', 'semangat', 'bekajarrrrmakasih', 'ya']",lho ya nemenin ajar pas minat ajar nyemangatin terharujadi semangat bekajarrrrmakasih ya,158,Positif
2025-10-08 10:18:03,Pengguna Google,5,bikin aku pinterr,bikin aku pinterr,bikin aku pinterr,bikin aku pinterr,"['bikin', 'aku', 'pinterr']","['bikin', 'pinterr']",bikin pinterr,17,Negatif
2025-10-08 10:16:47,Pengguna Google,5,aplikasi yang seru untuk belajar bahasa Inggris,aplikasi yang seru untuk belajar bahasa Inggris,aplikasi yang seru untuk belajar bahasa inggris,aplikasi yang seru untuk belajar bahasa inggris,"['aplikasi', 'yang', 'seru', 'untuk', 'belajar', 'bahasa', 'inggris']","['aplikasi', 'seru', 'belajar', 'bahasa', 'inggris']",aplikasi seru ajar bahasa inggris,47,Positif
2025-10-08 10:14:52,Pengguna Google,5,menurut saya aplikasi ini saat cocok buat belajar bahasa dan cepat buat di hafal,menurut saya aplikasi ini saat cocok buat belajar bahasa dan cepat buat di hafal,menurut saya aplikasi ini saat cocok buat belajar bahasa dan cepat buat di hafal,menurut saya aplikasi ini saat cocok buat belajar bahasa dan cepat buat di hafal,"['menurut', 'saya', 'aplikasi', 'ini', 'saat', 'cocok', 'buat', 'belajar', 'bahasa', 'dan', 'cepat', 'buat', 'di', 'hafal']","['aplikasi', 'cocok', 'belajar', 'bahasa', 'cepat', 'hafal']",aplikasi cocok ajar bahasa cepat hafal,80,Positif
2025-10-08 10:13:47,Pengguna Google,5,DUOLINGO INI SANGAT BAGUS UNTUK MEMBANTU BELAJAR BAHASA JUGA DAPAT MEMBANTU BELAJAR TENTANG MATEMATIKA DAN MUSIK SAYA SANGAT SUKA DENGAN APLIKASI INI SANGAT MEMBANTU,DUOLINGO INI SANGAT BAGUS UNTUK MEMBANTU BELAJAR BAHASA JUGA DAPAT MEMBANTU BELAJAR TENTANG MATEMATIKA DAN MUSIK SAYA SANGAT SUKA DENGAN APLIKASI INI SANGAT MEMBANTU,duolingo ini sangat bagus untuk membantu belajar bahasa juga dapat membantu belajar tentang matematika dan musik saya sangat suka dengan aplikasi ini sangat membantu,duolingo ini sangat bagus untuk membantu belajar bahasa juga dapat membantu belajar tentang matematika dan musik saya sangat suka dengan aplikasi ini sangat membantu,"['duolingo', 'ini', 'sangat', 'bagus', 'untuk', 'membantu', 'belajar', 'bahasa', 'juga', 'dapat', 'membantu', 'belajar', 'tentang', 'matematika', 'dan', 'musik', 'saya', 'sangat', 'suka', 'dengan', 'aplikasi', 'ini', 'sangat', 'membantu']","['duolingo', 'bagus', 'membantu', 'belajar', 'bahasa', 'membantu', 'belajar', 'matematika', 'musik', 'suka', 'aplikasi', 'membantu']",duolingo bagus bantu ajar bahasa bantu ajar matematika musik suka aplikasi bantu,165,Positif
2025-10-08 10:09:30,Pengguna Google,4,seruu jugaa dn bisa membtu belajar,seruu jugaa dn bisa membtu belajar,seruu jugaa dn bisa membtu belajar,seru juga dan bisa membtu belajar,"['seru', 'juga', 'dan', 'bisa', 'membtu', 'belajar']","['seru', 'membtu', 'belajar']",seru membtu ajar,34,Positif
2025-10-08 09:48:25,Pengguna Google,5,aku belajar di duolingo langsung bisa,aku belajar di duolingo langsung bisa,aku belajar di duolingo langsung bisa,aku belajar di duolingo langsung bisa,"['aku', 'belajar', 'di', 'duolingo', 'langsung', 'bisa']","['belajar', 'duolingo', 'langsung']",ajar duolingo langsung,37,Positif
2025-10-08 09:39:36,Pengguna Google,5,keren sekali,keren sekali,keren sekali,keren sekali,"['keren', 'sekali']",['keren'],keren,12,Netral
2025-10-08 09:38:22,Pengguna Google,5,sangat bagus bisa membantu belajar inggris,sangat bagus bisa membantu belajar inggris,sangat bagus bisa membantu belajar inggris,sangat bagus bisa membantu belajar inggris,"['sangat', 'bagus', 'bisa', 'membantu', 'belajar', 'inggris']","['bagus', 'membantu', 'belajar', 'inggris']",bagus bantu ajar inggris,42,Positif
2025-10-08 09:18:30,Pengguna Google,4,Saya senang bisa belajar bahasa Inggris,Saya senang bisa belajar bahasa Inggris,saya senang bisa belajar bahasa inggris,saya senang bisa belajar bahasa inggris,"['saya', 'senang', 'bisa', 'belajar', 'bahasa', 'inggris']","['senang', 'belajar', 'bahasa', 'inggris']",senang ajar bahasa inggris,39,Positif
2025-10-08 09:17:06,Pengguna Google,5,Aplikasi ini sangat membantu saya belajar bahasa,Aplikasi ini sangat membantu saya belajar bahasa,aplikasi ini sangat membantu saya belajar bahasa,aplikasi ini sangat membantu saya belajar bahasa,"['aplikasi', 'ini', 'sangat', 'membantu', 'saya', 'belajar', 'bahasa']","['aplikasi', 'membantu', 'belajar', 'bahasa']",aplikasi bantu ajar bahasa,48,Positif
2025-10-08 09:08:06,Pengguna Google,5,Duolingo sangat bagus saya bisa belajar bahasa German dengan lebih lancar,Duolingo sangat bagus saya bisa belajar bahasa German dengan lebih lancar,duolingo sangat bagus saya bisa belajar bahasa german dengan lebih lancar,duolingo sangat bagus saya bisa belajar bahasa german dengan lebih lancar,"['duolingo', 'sangat', 'bagus', 'saya', 'bisa', 'belajar', 'bahasa', 'german', 'dengan', 'lebih', 'lancar']","['duolingo', 'bagus', 'belajar', 'bahasa', 'german', 'lancar']",duolingo bagus ajar bahasa german lancar,73,Positif
2025-10-08 09:01:57,Pengguna Google,5,aku suka banget sama duolingo,aku suka banget sama duolingo,aku suka banget sama duolingo,aku suka banget sama duolingo,"['aku', 'suka', 'banget', 'sama', 'duolingo']","['suka', 'banget', 'duolingo']",suka banget duolingo,29,Positif
2025-10-08 08:46:52,Pengguna Google,5,seruuu banget,seruuu banget,seruuu banget,seru banget,"['seru', 'banget']","['seru', 'banget']",seru banget,13,Positif
2025-10-08 08:32:52,Pengguna Google,5,sangat menyenangkan 😊😊😊😊😊😊😊😊😊😊😊,sangat menyenangkan ,sangat menyenangkan ,sangat menyenangkan,"['sangat', 'menyenangkan']",['menyenangkan'],senang,20,Positif
2025-10-08 08:25:59,Pengguna Google,5,baguss bangettt i like itt 🫵🏻🫶🏻🫶🏻,baguss bangettt i like itt ,baguss bangettt i like itt ,bagus banget i like itt,"['bagus', 'banget', 'i', 'like', 'itt']","['bagus', 'banget', 'i', 'like', 'itt']",bagus banget i like itt,27,Netral
2025-10-08 08:24:35,Pengguna Google,5,very helpfull to learn,very helpfull to learn,very helpfull to learn,very helpfull tapi learn,"['very', 'helpfull', 'tapi', 'learn']","['very', 'helpfull', 'learn']",very helpfull learn,22,Negatif
2025-10-08 08:16:37,Pengguna Google,5,bagus banget seru lagi cara belajar nya,bagus banget seru lagi cara belajar nya,bagus banget seru lagi cara belajar nya,bagus banget seru lagi cara belajar ya,"['bagus', 'banget', 'seru', 'lagi', 'cara', 'belajar', 'ya']","['bagus', 'banget', 'seru', 'belajar', 'ya']",bagus banget seru ajar ya,39,Positif
2025-10-08 08:12:36,Pengguna Google,5,cara belajar yg efektif..,cara belajar yg efektif,cara belajar yg efektif,cara belajar yang efektif,"['cara', 'belajar', 'yang', 'efektif']","['belajar', 'efektif']",ajar efektif,23,Positif
2025-10-08 07:53:57,Pengguna Google,4,keren 👍👍😎,keren ,keren ,keren,['keren'],['keren'],keren,6,Netral
2025-10-08 07:51:05,Pengguna Google,5,apk ini sangatttt bagus makanya saya kasi rating 5,apk ini sangatttt bagus makanya saya kasi rating ,apk ini sangatttt bagus makanya saya kasi rating ,apk ini sangatttt bagus makanya saya kasih rating,"['apk', 'ini', 'sangatttt', 'bagus', 'makanya', 'saya', 'kasih', 'rating']","['apk', 'sangatttt', 'bagus', 'kasih', 'rating']",apk sangatttt bagus kasih rating,49,Positif
2025-10-08 07:46:30,Pengguna Google,5,bagusss💗💗💗💗🤭🤭🤭💥💥💥,bagusss,bagusss,bagus,['bagus'],['bagus'],bagus,7,Positif
2025-10-08 07:37:23,Pengguna Google,5,aku jadi pintar 😜👈🏿,aku jadi pintar ,aku jadi pintar ,aku jadi pintar,"['aku', 'jadi', 'pintar']",['pintar'],pintar,16,Positif
2025-10-08 07:35:36,Pengguna Google,5,seruu bngett,seruu bngett,seruu bngett,seru banget,"['seru', 'banget']","['seru', 'banget']",seru banget,12,Positif
2025-10-08 07:16:31,Pengguna Google,5,bagus aku sehari udh sedikit bisa,bagus aku sehari udh sedikit bisa,bagus aku sehari udh sedikit bisa,bagus aku sehari sudah sedikit bisa,"['bagus', 'aku', 'sehari', 'sudah', 'sedikit', 'bisa']","['bagus', 'sehari']",bagus hari,33,Positif
2025-10-08 06:51:17,Pengguna Google,5,bagus poll dehhh🤓☻,bagus poll dehhh,bagus poll dehhh,bagus poll deh,"['bagus', 'poll', 'deh']","['bagus', 'poll', 'deh']",bagus poll deh,16,Positif
2025-10-08 06:46:06,Pengguna Google,5,bagus nuat belajar,bagus nuat belajar,bagus nuat belajar,bagus nuat belajar,"['bagus', 'nuat', 'belajar']","['bagus', 'nuat', 'belajar']",bagus nuat ajar,18,Positif
2025-10-08 06:39:19,Pengguna Google,5,"keren banget apk nya dapat di mengerti udah seminggu lebih nyoba apk nya,jadi lebih bisa b. inggris nya makasih pokok nya ini sempurna ✴️✴️✴️✴️✴️",keren banget apk nya dapat di mengerti udah seminggu lebih nyoba apk nyajadi lebih bisa b inggris nya makasih pokok nya ini sempurna ,keren banget apk nya dapat di mengerti udah seminggu lebih nyoba apk nyajadi lebih bisa b inggris nya makasih pokok nya ini sempurna ,keren banget apk ya dapat di mengerti sudah seminggu lebih mencoba apk nyajadi lebih bisa b inggris ya pokok ya ini sempurna,"['keren', 'banget', 'apk', 'ya', 'dapat', 'di', 'mengerti', 'sudah', 'seminggu', 'lebih', 'mencoba', 'apk', 'nyajadi', 'lebih', 'bisa', 'b', 'inggris', 'ya', 'pokok', 'ya', 'ini', 'sempurna']","['keren', 'banget', 'apk', 'ya', 'mengerti', 'seminggu', 'mencoba', 'apk', 'nyajadi', 'b', 'inggris', 'ya', 'pokok', 'ya', 'sempurna']",keren banget apk ya erti minggu coba apk nyajadi b inggris ya pokok ya sempurna,133,Positif
2025-10-08 06:37:44,Pengguna Google,5,"sangat menyenangkan ,dan sangat mudah dipahami☺️🤗",sangat menyenangkan dan sangat mudah dipahami,sangat menyenangkan dan sangat mudah dipahami,sangat menyenangkan dan sangat mudah dipahami,"['sangat', 'menyenangkan', 'dan', 'sangat', 'mudah', 'dipahami']","['menyenangkan', 'mudah', 'dipahami']",senang mudah paham,45,Positif
2025-10-08 06:28:59,Pengguna Google,5,bisa belajar bahasa lainnya,bisa belajar bahasa lainnya,bisa belajar bahasa lainnya,bisa belajar bahasa lainnya,"['bisa', 'belajar', 'bahasa', 'lainnya']","['belajar', 'bahasa']",ajar bahasa,27,Positif
2025-10-08 06:28:37,Pengguna Google,2,membantu belajar bahasa,membantu belajar bahasa,membantu belajar bahasa,membantu belajar bahasa,"['membantu', 'belajar', 'bahasa']","['membantu', 'belajar', 'bahasa']",bantu ajar bahasa,23,Positif
2025-10-08 06:25:08,Pengguna Google,5,keren bgt aplikasi ny sebelum pke aplikasi nya belum bisa bahasa Jepang sekarang dah bisaa😁😁,keren bgt aplikasi ny sebelum pke aplikasi nya belum bisa bahasa Jepang sekarang dah bisaa,keren bgt aplikasi ny sebelum pke aplikasi nya belum bisa bahasa jepang sekarang dah bisaa,keren banget aplikasi nya sebelum pakai aplikasi ya belum bisa bahasa jepang sekarang sudah bisa,"['keren', 'banget', 'aplikasi', 'nya', 'sebelum', 'pakai', 'aplikasi', 'ya', 'belum', 'bisa', 'bahasa', 'jepang', 'sekarang', 'sudah', 'bisa']","['keren', 'banget', 'aplikasi', 'nya', 'pakai', 'aplikasi', 'ya', 'bahasa', 'jepang']",keren banget aplikasi nya pakai aplikasi ya bahasa jepang,90,Positif
2025-10-08 06:17:52,Pengguna Google,4,syangnya kenapa harus premium?,syangnya kenapa harus premium,syangnya kenapa harus premium,syangnya kenapa harus premium,"['syangnya', 'kenapa', 'harus', 'premium']","['syangnya', 'premium']",syangnya premium,29,Netral
2025-10-08 06:09:00,Pengguna Google,5,bagus sekali membantu mengerti bahasa Inggris dalam beberapa hari,bagus sekali membantu mengerti bahasa Inggris dalam beberapa hari,bagus sekali membantu mengerti bahasa inggris dalam beberapa hari,bagus sekali membantu mengerti bahasa inggris dalam beberapa hari,"['bagus', 'sekali', 'membantu', 'mengerti', 'bahasa', 'inggris', 'dalam', 'beberapa', 'hari']","['bagus', 'membantu', 'mengerti', 'bahasa', 'inggris']",bagus bantu erti bahasa inggris,65,Positif
2025-10-08 06:03:51,Pengguna Google,1,"""you loss but you learn"" just a bit*h say that shi*",you loss but you learn just a bith say that shi,you loss but you learn just a bith say that shi,you loss but you learn just a bith sayang that shi,"['you', 'loss', 'but', 'you', 'learn', 'just', 'a', 'bith', 'sayang', 'that', 'shi']","['you', 'loss', 'but', 'you', 'learn', 'just', 'a', 'bith', 'sayang', 'that', 'shi']",you loss but you learn just a bith sayang that shi,47,Negatif
2025-10-08 06:02:31,Pengguna Google,5,bagus banget aku jadi ngerti bahasa inggris jadi ga perlu les,bagus banget aku jadi ngerti bahasa inggris jadi ga perlu les,bagus banget aku jadi ngerti bahasa inggris jadi ga perlu les,bagus banget aku jadi mengerti bahasa inggris jadi tidak perlu les,"['bagus', 'banget', 'aku', 'jadi', 'mengerti', 'bahasa', 'inggris', 'jadi', 'tidak', 'perlu', 'les']","['bagus', 'banget', 'mengerti', 'bahasa', 'inggris', 'les']",bagus banget erti bahasa inggris les,61,Positif
2025-10-08 05:58:56,Pengguna Google,5,seru bamgeet,seru bamgeet,seru bamgeet,seru bamgeet,"['seru', 'bamgeet']","['seru', 'bamgeet']",seru bamgeet,12,Positif
2025-10-08 05:54:48,Pengguna Google,5,sangat mendukung pelajaran saya,sangat mendukung pelajaran saya,sangat mendukung pelajaran saya,sangat mendukung pelajaran saya,"['sangat', 'mendukung', 'pelajaran', 'saya']","['mendukung', 'pelajaran']",dukung ajar,31,Positif
2025-10-08 05:51:12,Pengguna Google,5,bagus👍👍👍 tp aku aja yg malas 😅😅😅,bagus tp aku aja yg malas ,bagus tp aku aja yg malas ,bagus tapi aku saja yang malas,"['bagus', 'tapi', 'aku', 'saja', 'yang', 'malas']","['bagus', 'malas']",bagus malas,26,Positif
2025-10-08 05:47:01,Pengguna Google,5,keren pokoknya,keren pokoknya,keren pokoknya,keren pokoknya,"['keren', 'pokoknya']","['keren', 'pokoknya']",keren pokok,14,Netral
2025-10-08 05:45:17,Pengguna Google,5,senang bisa belajar bahasa inggris,senang bisa belajar bahasa inggris,senang bisa belajar bahasa inggris,senang bisa belajar bahasa inggris,"['senang', 'bisa', 'belajar', 'bahasa', 'inggris']","['senang', 'belajar', 'bahasa', 'inggris']",senang ajar bahasa inggris,34,Positif
2025-10-08 05:34:03,Pengguna Google,5,terimakasih duolingo 🎉,terimakasih duolingo ,terimakasih duolingo ,terimakasih duolingo,"['terimakasih', 'duolingo']","['terimakasih', 'duolingo']",terimakasih duolingo,21,Positif
2025-10-08 05:32:21,Pengguna Google,5,aplikasi ini sangat berguna kalo kita lagi ada ujian bahasa Inggris jadi kita bisa belajar bahasa inggris,aplikasi ini sangat berguna kalo kita lagi ada ujian bahasa Inggris jadi kita bisa belajar bahasa inggris,aplikasi ini sangat berguna kalo kita lagi ada ujian bahasa inggris jadi kita bisa belajar bahasa inggris,aplikasi ini sangat berguna kalau kita lagi ada ujian bahasa inggris jadi kita bisa belajar bahasa inggris,"['aplikasi', 'ini', 'sangat', 'berguna', 'kalau', 'kita', 'lagi', 'ada', 'ujian', 'bahasa', 'inggris', 'jadi', 'kita', 'bisa', 'belajar', 'bahasa', 'inggris']","['aplikasi', 'berguna', 'ujian', 'bahasa', 'inggris', 'belajar', 'bahasa', 'inggris']",aplikasi guna uji bahasa inggris ajar bahasa inggris,105,Positif
2025-10-08 05:27:59,Pengguna Google,5,bagus banget aplikasi Duolingo ini membantu untuk belajar bahasa,bagus banget aplikasi Duolingo ini membantu untuk belajar bahasa,bagus banget aplikasi duolingo ini membantu untuk belajar bahasa,bagus banget aplikasi duolingo ini membantu untuk belajar bahasa,"['bagus', 'banget', 'aplikasi', 'duolingo', 'ini', 'membantu', 'untuk', 'belajar', 'bahasa']","['bagus', 'banget', 'aplikasi', 'duolingo', 'membantu', 'belajar', 'bahasa']",bagus banget aplikasi duolingo bantu ajar bahasa,64,Positif
2025-10-08 05:25:06,Pengguna Google,5,sumpah ini aplikasi bagus bgt sampai nilai ulangan aku 100 pokok nya aplikasi ini jangan sampai di hapus dari play store,sumpah ini aplikasi bagus bgt sampai nilai ulangan aku  pokok nya aplikasi ini jangan sampai di hapus dari play store,sumpah ini aplikasi bagus bgt sampai nilai ulangan aku  pokok nya aplikasi ini jangan sampai di hapus dari play store,sumpah ini aplikasi bagus banget sampai nilai ulangan aku pokok ya aplikasi ini jangan sampai di hapus dari play store,"['sumpah', 'ini', 'aplikasi', 'bagus', 'banget', 'sampai', 'nilai', 'ulangan', 'aku', 'pokok', 'ya', 'aplikasi', 'ini', 'jangan', 'sampai', 'di', 'hapus', 'dari', 'play', 'store']","['sumpah', 'aplikasi', 'bagus', 'banget', 'nilai', 'ulangan', 'pokok', 'ya', 'aplikasi', 'hapus', 'play', 'store']",sumpah aplikasi bagus banget nilai ulang pokok ya aplikasi hapus play store,117,Positif
2025-10-08 05:15:02,Pengguna Google,1,ga asik yang diajarin yang itu itu mulu padahal levelnya udahku tingkatin tapi tetep diajarin nya yang itu itu mulu walaupun ini aku kritiknya pake akun lain,ga asik yang diajarin yang itu itu mulu padahal levelnya udahku tingkatin tapi tetep diajarin nya yang itu itu mulu walaupun ini aku kritiknya pake akun lain,ga asik yang diajarin yang itu itu mulu padahal levelnya udahku tingkatin tapi tetep diajarin nya yang itu itu mulu walaupun ini aku kritiknya pake akun lain,tidak asik yang diajari yang itu itu mulu padahal levelnya udahku tingkatin tapi tetap diajari ya yang itu itu mulu walaupun ini aku kritiknya pakai akun lain,"['tidak', 'asik', 'yang', 'diajari', 'yang', 'itu', 'itu', 'mulu', 'padahal', 'levelnya', 'udahku', 'tingkatin', 'tapi', 'tetap', 'diajari', 'ya', 'yang', 'itu', 'itu', 'mulu', 'walaupun', 'ini', 'aku', 'kritiknya', 'pakai', 'akun', 'lain']","['asik', 'diajari', 'mulu', 'levelnya', 'udahku', 'tingkatin', 'diajari', 'ya', 'mulu', 'kritiknya', 'pakai', 'akun']",asik ajar mulu level udahku tingkatin ajar ya mulu kritik pakai akun,157,Positif
2025-10-08 05:14:14,Pengguna Google,5,love You Duolingo,love You Duolingo,love you duolingo,love you duolingo,"['love', 'you', 'duolingo']","['love', 'you', 'duolingo']",love you duolingo,17,Negatif
2025-10-08 05:12:08,Pengguna Google,5,bagus tapi sedikit rumit dan energi nya harus menyelesaikan pertanyaan / berbayar,bagus tapi sedikit rumit dan energi nya harus menyelesaikan pertanyaan  berbayar,bagus tapi sedikit rumit dan energi nya harus menyelesaikan pertanyaan  berbayar,bagus tapi sedikit rumit dan energi ya harus menyelesaikan pertanyaan berbayar,"['bagus', 'tapi', 'sedikit', 'rumit', 'dan', 'energi', 'ya', 'harus', 'menyelesaikan', 'pertanyaan', 'berbayar']","['bagus', 'rumit', 'energi', 'ya', 'menyelesaikan', 'berbayar']",bagus rumit energi ya selesai bayar,80,Netral
2025-10-08 05:04:39,Pengguna Google,5,belajar giat,belajar giat,belajar giat,belajar giat,"['belajar', 'giat']","['belajar', 'giat']",ajar giat,12,Positif
2025-10-08 04:55:07,Pengguna Google,5,aplikasi yang tidak membosankan terimakasih telah ada menemani hidupku dan hari² ku,aplikasi yang tidak membosankan terimakasih telah ada menemani hidupku dan hari ku,aplikasi yang tidak membosankan terimakasih telah ada menemani hidupku dan hari ku,aplikasi yang tidak membosankan terimakasih telah ada menemani hidupku dan hari ku,"['aplikasi', 'yang', 'tidak', 'membosankan', 'terimakasih', 'telah', 'ada', 'menemani', 'hidupku', 'dan', 'hari', 'ku']","['aplikasi', 'membosankan', 'terimakasih', 'menemani', 'hidupku', 'ku']",aplikasi bosan terimakasih tani hidup ku,82,Positif
2025-10-08 04:51:37,Pengguna Google,3,"bagus tapi kebanyakan iklan dan harus premium dulu,aku dowlod ini itu mau nyoba fitur baru vidio call malah harus premium dulu.",bagus tapi kebanyakan iklan dan harus premium duluaku dowlod ini itu mau nyoba fitur baru vidio call malah harus premium dulu,bagus tapi kebanyakan iklan dan harus premium duluaku dowlod ini itu mau nyoba fitur baru vidio call malah harus premium dulu,bagus tapi kebanyakan iklan dan harus premium duluaku dowlod ini itu mau mencoba fitur baru vidio call malah harus premium dulu,"['bagus', 'tapi', 'kebanyakan', 'iklan', 'dan', 'harus', 'premium', 'duluaku', 'dowlod', 'ini', 'itu', 'mau', 'mencoba', 'fitur', 'baru', 'vidio', 'call', 'malah', 'harus', 'premium', 'dulu']","['bagus', 'kebanyakan', 'iklan', 'premium', 'duluaku', 'dowlod', 'mencoba', 'fitur', 'vidio', 'call', 'premium']",bagus banyak iklan premium duluaku dowlod coba fitur vidio call premium,125,Netral
2025-10-08 04:38:41,Pengguna Google,5,bgusss,bgusss,bgusss,bgusss,['bgusss'],['bgusss'],bgusss,6,Netral
2025-10-08 04:35:03,Pengguna Google,5,Duolingo membuat saya menjadi lebih mudah untuk belajar bahasa luar negeri saya akan belajar kan ke adik dan teman terimakasih duolingo sudah mengerti bahasa i love you,Duolingo membuat saya menjadi lebih mudah untuk belajar bahasa luar negeri saya akan belajar kan ke adik dan teman terimakasih duolingo sudah mengerti bahasa i love you,duolingo membuat saya menjadi lebih mudah untuk belajar bahasa luar negeri saya akan belajar kan ke adik dan teman terimakasih duolingo sudah mengerti bahasa i love you,duolingo membuat saya menjadi lebih mudah untuk belajar bahasa luar negeri saya akan belajar kan ke adik dan teman terimakasih duolingo sudah mengerti bahasa i love you,"['duolingo', 'membuat', 'saya', 'menjadi', 'lebih', 'mudah', 'untuk', 'belajar', 'bahasa', 'luar', 'negeri', 'saya', 'akan', 'belajar', 'kan', 'ke', 'adik', 'dan', 'teman', 'terimakasih', 'duolingo', 'sudah', 'mengerti', 'bahasa', 'i', 'love', 'you']","['duolingo', 'mudah', 'belajar', 'bahasa', 'negeri', 'belajar', 'adik', 'teman', 'terimakasih', 'duolingo', 'mengerti', 'bahasa', 'i', 'love', 'you']",duolingo mudah ajar bahasa negeri ajar adik teman terimakasih duolingo erti bahasa i love you,168,Positif
2025-10-08 04:34:06,Pengguna Google,5,saya mencelen diri saya untuk belajar bahasa inggris selama sebulan dgn mempakai duolingo,saya mencelen diri saya untuk belajar bahasa inggris selama sebulan dgn mempakai duolingo,saya mencelen diri saya untuk belajar bahasa inggris selama sebulan dgn mempakai duolingo,saya mencelen diri saya untuk belajar bahasa inggris selama sebulan dengan mempakai duolingo,"['saya', 'mencelen', 'diri', 'saya', 'untuk', 'belajar', 'bahasa', 'inggris', 'selama', 'sebulan', 'dengan', 'mempakai', 'duolingo']","['mencelen', 'belajar', 'bahasa', 'inggris', 'sebulan', 'mempakai', 'duolingo']",mencelen ajar bahasa inggris bulan pakai duolingo,89,Positif
